violation_county,street_name,house_number,full_address,lat,lon
NY,E 12th St,433,"433 E 12th St, NY, NYC",40.72947,-73.98198
NY,5th Ave,71,"71 5th Ave, NY, NYC",40.736408,-73.992912
R,McLaughlin St,3,"3 McLaughlin St, R, NYC",40.591628,-74.073623
NY,Spring St,192,"192 Spring St, NY, NYC",40.724947,-74.003143
NY,Audubon Ave,215,"215 Audubon Ave, NY, NYC",40.84527,-73.93469
NY,E 28th St,14,"14 E 28th St, NY, NYC",40.744162,-73.986532
K,Monroe Pl,19,"19 Monroe Pl, K, NYC",40.69657,-73.99261
Q,38th Ave,97-02,"97-02 38th Ave, Q, NYC",40.749905,-73.868829
K,Fulton St,442,"442 Fulton St, K, NYC",40.690463,-73.985465
BX,E 183rd St,612,"612 E 183rd St, BX, NYC",40.85281,-73.888702
Kings,50 STREET,1067,"1067 50 STREET, Kings, NYC",40.64466,-74.01003
BX,Ryer Ave,E,"E Ryer Ave, BX, NYC",40.854744,-73.900069
Q,SENECA AVE,757,"757 SENECA AVE, Q, NYC",40.702313,-73.906475
R,Klondike Ave,802,"802 Klondike Ave, R, NYC",40.591563,-74.162079
Q,Broadway,35-13,"35-13 Broadway, Q, NYC",40.760395,-73.921581
K,E 7th St,1832,"1832 E 7th St, K, NYC",40.605045,-73.965449
K,Rockaway Pky,1396,"1396 Rockaway Pky, K, NYC",40.645715,-73.903272
K,FURMAN STREET,150,"150 FURMAN STREET, K, NYC",40.69957,-73.99882
Q,37th Ave,82-12,"82-12 37th Ave, Q, NYC",40.749636,-73.883668
Q,33rd Ave,S,"S 33rd Ave, Q, NYC",40.77656,-73.75082
NY,E 28th St,148,"148 E 28th St, NY, NYC",40.742172,-73.981597
BX,E 189th St,S,"S E 189th St, BX, NYC",40.858099,-73.887391
Q,124th St,86-10,"86-10 124th St, Q, NYC",40.70207,-73.827132
NY,W 47th St,15,"15 W 47th St, NY, NYC",40.757277,-73.979531
K,64th St,N,"N 64th St, K, NYC",40.724161,-73.901817
Q,Newtown Ave,31-18,"31-18 Newtown Ave, Q, NYC",40.766973,-73.92056
NY,W 46th St,108,"108 W 46th St, NY, NYC",40.75855,-73.984967
Q,CALDWELL AVE,8110,"8110 CALDWELL AVE, Q, NYC",40.72565,-73.87818
K,Main St,40,"40 Main St, K, NYC",40.702797,-73.990838
NY,Gansevoort St,32,"32 Gansevoort St, NY, NYC",40.73924,-74.005875
Kings,FLATLANDS AVENUE,5023,"5023 FLATLANDS AVENUE, Kings, NYC",40.626821,-73.927076
K,Sands St,191,"191 Sands St, K, NYC",40.700041,-73.982364
NY,E 34th St,150,"150 E 34th St, NY, NYC",40.74589,-73.97929
K,Menahan St,250,"250 Menahan St, K, NYC",40.69877,-73.916312
K,Roebling St,345,"345 Roebling St, K, NYC",40.70738,-73.961161
BX,EVERGREEN AVE,1253,"1253 EVERGREEN AVE, BX, NYC",40.830105,-73.881661
Q,103rd Ave,S,"S 103rd Ave, Q, NYC",40.712162,-73.73422
K,Union Ave,337,"337 Union Ave, K, NYC",40.710446,-73.951296
Q,40th St,W,"W 40th St, Q, NYC",40.756321,-73.9916
Q,37th Ave,88-15,"88-15 37th Ave, Q, NYC",40.7505,-73.878307
NY,E 22nd St,144,"144 E 22nd St, NY, NYC",40.738381,-73.984508
BX,Grand Concourse,2555,"2555 Grand Concourse, BX, NYC",40.863925,-73.896544
NY,W 75th St,215,"215 W 75th St, NY, NYC",40.780951,-73.98089
Bronx,EAST 182 STREET,212,"212 EAST 182 STREET, Bronx, NYC",40.855625,-73.900204
Q,123rd St,104-09,"104-09 123rd St, Q, NYC",40.68723,-73.820486
Kings,80 STREET,1859,"1859 80 STREET, Kings, NYC",40.61121,-74.00067
NY,W 46th St,55,"55 W 46th St, NY, NYC",40.757047,-73.981069
Q,Horace Harding Expy,98-15,"98-15 Horace Harding Expy, Q, NYC",40.735675,-73.86088
K,Church Ave,1621,"1621 Church Ave, K, NYC",40.649094,-73.964289
K,7th Ave,356,"356 7th Ave, K, NYC",40.666148,-73.982461
Bronx,WALTON AVENUE,1761,"1761 WALTON AVENUE, Bronx, NYC",40.84752,-73.91075
NY,1st Ave,1396,"1396 1st Ave, NY, NYC",40.769269,-73.9547
K,Bedford Ave,1516,"1516 Bedford Ave, K, NYC",40.671515,-73.955028
NY,9th Ave,225,"225 9th Ave, NY, NYC",40.747061,-74.001139
Q,69th Pl,W,"W 69th Pl, Q, NYC",40.702953,-73.882365
Kings,ATLANTIC AVENUE,2043,"2043 ATLANTIC AVENUE, Kings, NYC",40.676665,-73.91342
NY,W 39th St,S,"S W 39th St, NY, NYC",40.755504,-73.991576
NY,W 83rd St,171,"171 W 83rd St, NY, NYC",40.785657,-73.975763
BX,UNIONPORT RD,1530,"1530 UNIONPORT RD, BX, NYC",40.83689,-73.856999
Kings,5 AVENUE,405,"405 5 AVENUE, Kings, NYC",40.764248,-73.973903
Q,Wexford Ter,17520,"17520 Wexford Ter, Q, NYC",40.712669,-73.787068
NY,WEST 207 STREET,504,"504 WEST 207 STREET, NY, NYC",40.864549,-73.919427
K,LAUREL AVE,3741,"3741 LAUREL AVE, K, NYC",40.578261,-74.005065
Kings,TEN EYCK STREET,455,"455 TEN EYCK STREET, Kings, NYC",40.71341,-73.92922
NY,W 39th St,225,"225 W 39th St, NY, NYC",40.754714,-73.989241
K,W 36th St,W,"W W 36th St, K, NYC",40.753331,-73.992173
Qns,HIMROD STREET,1727,"1727 HIMROD STREET, Qns, NYC",40.706102,-73.914127
K,Hicks St,176,"176 Hicks St, K, NYC",40.696345,-73.995573
Kings,STERLING PLACE,45,"45 STERLING PLACE, Kings, NYC",40.678619,-73.97706
NY,W 56th St,150,"150 W 56th St, NY, NYC",40.764274,-73.979691
NY,Mac Dougal St,69,"69 Mac Dougal St, NY, NYC",40.679439,-73.919537
K,Ocean Pky,1326,"1326 Ocean Pky, K, NYC",40.616218,-73.96954
BX,Prospect Ave,971,"971 Prospect Ave, BX, NYC",40.823109,-73.900408
Kings,HERKIMER STREET,771,"771 HERKIMER STREET, Kings, NYC",40.678612,-73.92792
K,President St,1532,"1532 President St, K, NYC",40.667115,-73.937731
BX,Westchester Ave,2245,"2245 Westchester Ave, BX, NYC",40.834497,-73.85043
NY,E 10th St,31,"31 E 10th St, NY, NYC",40.73246,-73.99292
NY,Pearl St,W,"W Pearl St, NY, NYC",40.707011,-74.00644
K,4th Ave,500,"500 4th Ave, K, NYC",40.762965,-73.970432
NY,E 20th St,304,"304 E 20th St, NY, NYC",40.735644,-73.981835
NY,W 90th St,35,"35 W 90th St, NY, NYC",40.788583,-73.968718
BX,Tiffany St,W,"W Tiffany St, BX, NYC",40.816034,-73.891718
Q,108th Ave,N,"N 108th Ave, Q, NYC",40.70801,-73.732116
NY,Lafayette St,187,"187 Lafayette St, NY, NYC",40.720791,-73.99824
Q,60th Ave,S,"S 60th Ave, Q, NYC",40.75978,-73.725512
NY,E 69th St,205,"205 E 69th St, NY, NYC",40.767648,-73.961218
NY,6th Ave,264,"264 6th Ave, NY, NYC",40.729021,-74.002205
Q,Junction Blvd,E,"E Junction Blvd, Q, NYC",40.69325,-73.73328
NY,E 62nd St,342,"342 E 62nd St, NY, NYC",40.761727,-73.961654
NY,W 26th St,151,"151 W 26th St, NY, NYC",40.745755,-73.993245
Q,Beach 22nd St,1092,"1092 Beach 22nd St, Q, NYC",40.6045,-73.75397
Q,34th Ave,40-18,"40-18 34th Ave, Q, NYC",40.75627,-73.92031
NY,E 68th St,9,"9 E 68th St, NY, NYC",40.769602,-73.967763
NY,E 80th St,111,"111 E 80th St, NY, NYC",40.776122,-73.959247
NY,W 31st St,S,"S W 31st St, NY, NYC",40.749554,-73.993083
NY,W 122nd St,249,"249 W 122nd St, NY, NYC",40.807898,-73.951271
NY,E 78th St,150,"150 E 78th St, NY, NYC",40.774059,-73.959287
Q,Jericho Tpke,24809,"24809 Jericho Tpke, Q, NYC",40.689514,-73.76438
BX,W 167TH ST,131,"131 W 167TH ST, BX, NYC",40.836838,-73.926519
Bronx,FAIRFIELD AVENUE,3126,"3126 FAIRFIELD AVENUE, Bronx, NYC",40.88384,-73.91376
NY,Suffolk St,55,"55 Suffolk St, NY, NYC",40.716984,-73.987461
K,Lynch St,95,"95 Lynch St, K, NYC",40.7017,-73.95485
NY,E 117th St,228,"228 E 117th St, NY, NYC",40.797956,-73.938413
K,Woodbine St,321,"321 Woodbine St, K, NYC",40.6969,-73.912748
K,Marine Ave,351,"351 Marine Ave, K, NYC",40.614361,-74.032875
NY,SEAMAN AVENUE,132,"132 SEAMAN AVENUE, NY, NYC",40.868932,-73.923141
K,Marcy Ave,W,"W Marcy Ave, K, NYC",40.638981,-73.899153
Kings,RUTLAND ROAD,343,"343 RUTLAND ROAD, Kings, NYC",40.659662,-73.949331
Q,23rd St,W,"W 23rd St, Q, NYC",40.746376,-74.001006
NY,W 39th St,250,"250 W 39th St, NY, NYC",40.754775,-73.990295
Q,Roosevelt Ave,89-01,"89-01 Roosevelt Ave, Q, NYC",40.748518,-73.877319
NY,W 140th St,304,"304 W 140th St, NY, NYC",40.819743,-73.944897
K,STATE ST,168,"168 STATE ST, K, NYC",40.690525,-73.993313
Q,37th Ave,77-15,"77-15 37th Ave, Q, NYC",40.749451,-73.888252
NY,Mott St,274,"274 Mott St, NY, NYC",40.724032,-73.994294
Q,43rd Ave,N,"N 43rd Ave, Q, NYC",40.769587,-73.738741
K,Monroe St,319,"319 Monroe St, K, NYC",40.68621,-73.94538
Q,88th Rd,74-15,"74-15 88th Rd, Q, NYC",40.688704,-73.86684
K,Ditmas Ave,203,"203 Ditmas Ave, K, NYC",40.635873,-73.976715
NY,E 45th St,S,"S E 45th St, NY, NYC",40.752795,-73.973279
NY,E 106th St,35,"35 E 106th St, NY, NYC",40.794319,-73.95078
K,FLATBUSH AVE,166,"166 FLATBUSH AVE, K, NYC",40.682812,-73.976771
NY,Amsterdam Ave,E,"E Amsterdam Ave, NY, NYC",40.816583,-73.95391
NY,E 4 STREET,172,"172 E 4 STREET, NY, NYC",40.724301,-73.985212
K,S 8th St,109,"109 S 8th St, K, NYC",40.709789,-73.96468
NY,WEST 137 STREET,106,"106 WEST 137 STREET, NY, NYC",40.81557,-73.94056
Bronx,EAST TREMONT AVENUE,701,"701 EAST TREMONT AVENUE, Bronx, NYC",40.84549,-73.89084
BX,Jerome Ave,3445,"3445 Jerome Ave, BX, NYC",40.88147,-73.882931
NY,W 26th St,100,"100 W 26th St, NY, NYC",40.74488,-73.991875
Q,14th Ave,122-10,"122-10 14th Ave, Q, NYC",40.78521,-73.84522
NY,Christopher St,72,"72 Christopher St, NY, NYC",40.733472,-74.00322
BX,E 167th St,230,"230 E 167th St, BX, NYC",40.833519,-73.915583
Q,123rd St,103-40,"103-40 123rd St, Q, NYC",40.687639,-73.821637
K,55th St,472,"472 55th St, K, NYC",40.64238,-74.01356
NY,Greenwich Ave,79,"79 Greenwich Ave, NY, NYC",40.736904,-74.001462
NY,Madison Ave,1311,"1311 Madison Ave, NY, NYC",40.785071,-73.955476
Q,97th Ave,145-07,"145-07 97th Ave, Q, NYC",40.717418,-73.73368
Qns,63 ROAD,97-10,"97-10 63 ROAD, Qns, NYC",40.730941,-73.860542
Q,Bell Blvd,41-07,"41-07 Bell Blvd, Q, NYC",40.763436,-73.770618
Kings,HIMROD STREET,299,"299 HIMROD STREET, Kings, NYC",40.702388,-73.917889
K,86th St,2125,"2125 86th St, K, NYC",40.603056,-73.995073
BX,WILLIS AVE,296,"296 WILLIS AVE, BX, NYC",40.810218,-73.921808
NY,W 45th St,330,"330 W 45th St, NY, NYC",40.759615,-73.989969
K,58th St,1866,"1866 58th St, K, NYC",40.62203,-73.984575
K,E 15th St,W,"W E 15th St, K, NYC",40.734405,-73.987705
BX,W 197 ST,116,"116 W 197 ST, BX, NYC",40.871937,-73.89984
NY,W 28th St,45,"45 W 28th St, NY, NYC",40.74587,-73.989712
K,6th Ave,5611,"5611 6th Ave, K, NYC",40.640034,-74.011661
BX,Creston Ave,E,"E Creston Ave, BX, NYC",40.8611,-73.899041
K,S 4th St,20,"20 S 4th St, K, NYC",40.713128,-73.967141
K,Pulaski St,456,"456 Pulaski St, K, NYC",40.694061,-73.932741
NY,W 54th St,N,"N W 54th St, NY, NYC",40.765307,-73.985477
K,Bedford Ave,2446,"2446 Bedford Ave, K, NYC",40.643946,-73.954918
BX,Lafontaine Ave,2029,"2029 Lafontaine Ave, BX, NYC",40.848109,-73.893641
K,Flushing Ave,S,"S Flushing Ave, K, NYC",40.638981,-73.899153
NY,Warren St,30,"30 Warren St, NY, NYC",40.714435,-74.008045
NY,7th Ave,556,"556 7th Ave, NY, NYC",40.754691,-73.988237
NY,E 33rd St,111,"111 E 33rd St, NY, NYC",40.746308,-73.981094
NY,5th Ave,420,"420 5th Ave, NY, NYC",40.750872,-73.983263
BX,W Kingsbridge Rd,168,"168 W Kingsbridge Rd, BX, NYC",40.870591,-73.904792
NY,E 67th St,260,"260 E 67th St, NY, NYC",40.76555,-73.961107
NY,Orchard St,187,"187 Orchard St, NY, NYC",40.722113,-73.988352
NY,E 18th St,N,"N E 18th St, NY, NYC",40.729836,-73.974887
Q,LIBERTY AVE,116-13,"116-13 LIBERTY AVE, Q, NYC",40.686058,-73.826324
NY,E 117th St,124,"124 E 117th St, NY, NYC",40.799431,-73.941692
NY,W 40th St,455,"455 W 40th St, NY, NYC",40.758225,-73.99555
NY,E 37th St,S,"S E 37th St, NY, NYC",40.74775,-73.977017
K,Dekalb Ave,33,"33 Dekalb Ave, K, NYC",40.69012,-73.98202
Q,46th St,45-45,"45-45 46th St, Q, NYC",40.741609,-73.918759
BX,OLINVILLE AVE,2802,"2802 OLINVILLE AVE, BX, NYC",40.866788,-73.868092
NY,Gramercy Park West,4,"4 Gramercy Park West, NY, NYC",40.738338,-73.986847
Q,22nd St,36-35,"36-35 22nd St, Q, NYC",40.75851,-73.936475
Q,30th Ave,31-04,"31-04 30th Ave, Q, NYC",40.76664,-73.921244
NY,W 49th St,220,"220 W 49th St, NY, NYC",40.76095,-73.985304
BX,E 188th St,480,"480 E 188th St, BX, NYC",40.85801,-73.8902
BX,E 214th St,709,"709 E 214th St, BX, NYC",40.87974,-73.86437
R,Richmond Rd,1612,"1612 Richmond Rd, R, NYC",40.59018,-74.100655
K,Pacific St,N,"N Pacific St, K, NYC",40.677716,-73.950933
BX,LOCUST AVE,251,"251 LOCUST AVE, BX, NYC",40.802683,-73.906899
Q,162nd St,45-19,"45-19 162nd St, Q, NYC",40.755759,-73.804472
Kings,5 AVENUE,528,"528 5 AVENUE, Kings, NYC",40.764149,-73.973976
K,Utica Ave,2002,"2002 Utica Ave, K, NYC",40.622902,-73.927583
Q,207 STREET,113-12,"113-12 207 STREET, Q, NYC",40.75453,-73.77389
NY,E 25th St,S,"S E 25th St, NY, NYC",40.739762,-73.981349
Q,Roosevelt Ave,62-05,"62-05 Roosevelt Ave, Q, NYC",40.745923,-73.901751
Bronx,BRONX PARK AVENUE,440,"440 BRONX PARK AVENUE, Bronx, NYC",40.840947,-73.874799
Q,65 ST,6909,"6909 65 ST, Q, NYC",40.599238,-73.796738
K,Pacific St,592,"592 Pacific St, K, NYC",40.682991,-73.977427
Q,Hillside Ave,168-43,"168-43 Hillside Ave, Q, NYC",40.710793,-73.793437
K,Church Ave,5010,"5010 Church Ave, K, NYC",40.651661,-73.929941
Bronx,CAMBRELENG AVENUE,2434,"2434 CAMBRELENG AVENUE, Bronx, NYC",40.855383,-73.884397
Kings,CORTELYOU ROAD,917,"917 CORTELYOU ROAD, Kings, NYC",40.639082,-73.969201
K,Troy Ave,318,"318 Troy Ave, K, NYC",40.667966,-73.936764
K,WEIRFIELD ST,355,"355 WEIRFIELD ST, K, NYC",40.694955,-73.907621
Kings,55 STREET,1452,"1452 55 STREET, Kings, NYC",40.64574,-74.01846
NY,Edward M Morgan Pl,5,"5 Edward M Morgan Pl, NY, NYC",40.834428,-73.945182
Bronx,EAST MOSHOLU PARKWAY,241,"241 EAST MOSHOLU PARKWAY, Bronx, NYC",40.873769,-73.880939
NY,Lexington Ave,1036,"1036 Lexington Ave, NY, NYC",40.771979,-73.961344
Q,49th St,31-45,"31-45 49th St, Q, NYC",40.756568,-73.910292
K,Ryerson St,124,"124 Ryerson St, K, NYC",40.69411,-73.96527
Q,89th Ave,N,"N 89th Ave, Q, NYC",40.727593,-73.723389
K,E 12th St,W,"W E 12th St, K, NYC",40.606104,-73.960782
Kings,BROADWAY,1065,"1065 BROADWAY, Kings, NYC",40.695052,-73.931198
BX,Grand Concourse,450,"450 Grand Concourse, BX, NYC",40.817514,-73.927484
NY,Laguardia Pl,506,"506 Laguardia Pl, NY, NYC",40.727718,-73.999526
NY,W 50th St,N,"N W 50th St, NY, NYC",40.762697,-73.987058
NY,Washington St,848,"848 Washington St, NY, NYC",40.740796,-74.007996
K,Lee Ave,14,"14 Lee Ave, K, NYC",40.707088,-73.961655
K,Kingsland Ave,262,"262 Kingsland Ave, K, NYC",40.725802,-73.941528
Q,78th Ave,W,"W 78th Ave, Q, NYC",40.750301,-73.703624
BX,E 179th St,997,"997 E 179th St, BX, NYC",40.842291,-73.88005
K,Park Ave,143,"143 Park Ave, K, NYC",40.69639,-73.973908
K,Hart St,213,"213 Hart St, K, NYC",40.694033,-73.942737
Q,TERRACE CT,65-81,"65-81 TERRACE CT, Q, NYC",40.710563,-73.89337
Q,41st Ave,131-57,"131-57 41st Ave, Q, NYC",40.755381,-73.835282
Q,95th Ave,104-15,"104-15 95th Ave, Q, NYC",40.689426,-73.839951
NY,Avenue A,115,"115 Avenue A, NY, NYC",40.726355,-73.983583
Kings,CHAUNCEY STREET,462,"462 CHAUNCEY STREET, Kings, NYC",40.68202,-73.913597
R,Pulaski Ave,199,"199 Pulaski Ave, R, NYC",40.63309,-74.146938
NY,9th Ave,W,"W 9th Ave, NY, NYC",40.871029,-73.911715
Q,Austin St,69-47,"69-47 Austin St, Q, NYC",40.72113,-73.847101
BX,Guerlain St,1803,"1803 Guerlain St, BX, NYC",40.83927,-73.86691
Q,Hollis Ave,204-11,"204-11 Hollis Ave, Q, NYC",40.707089,-73.753429
Q,Linden St,61-62,"61-62 Linden St, Q, NYC",40.710078,-73.896578
Q,49th Ave,11-58,"11-58 49th Ave, Q, NYC",40.742406,-73.949691
K,Ocean Ave,1903,"1903 Ocean Ave, K, NYC",40.615332,-73.954108
NY,W 48th St,S,"S W 48th St, NY, NYC",40.76147,-73.988048
Bronx,HOLLERS AVENUE,2385,"2385 HOLLERS AVENUE, Bronx, NYC",40.885831,-73.823912
NY,WEST 146 STREET,160,"160 WEST 146 STREET, NY, NYC",40.82187,-73.937969
NY,E 9th St,60,"60 E 9th St, NY, NYC",40.731173,-73.992606
NY,Ludlow St,115,"115 Ludlow St, NY, NYC",40.719531,-73.988846
Q,Northern Blvd,200-15,"200-15 Northern Blvd, Q, NYC",40.75792,-73.78271
K,Bushwick Ave,1001,"1001 Bushwick Ave, K, NYC",40.69189,-73.921864
Q,Austin St,70-00,"70-00 Austin St, Q, NYC",40.720994,-73.847503
NY,11th Ave,311,"311 11th Ave, NY, NYC",40.746563,-73.998587
Qns,94 STREET,52-16,"52-16 94 STREET, Qns, NYC",40.739356,-73.869045
K,BUSHWICK AVE,1308,"1308 BUSHWICK AVE, K, NYC",40.686234,-73.912918
K,Ocean Pky,465,"465 Ocean Pky, K, NYC",40.637069,-73.97233
NY,Lexington Ave,141,"141 Lexington Ave, NY, NYC",40.743355,-73.981697
K,Neptune Ave,19,"19 Neptune Ave, K, NYC",40.582925,-73.955133
NY,1st Ave,1330,"1330 1st Ave, NY, NYC",40.767231,-73.955975
Q,179th St,W,"W 179th St, Q, NYC",40.855451,-73.913702
K,DITMAS AVE,2107,"2107 DITMAS AVE, K, NYC",40.640195,-73.957616
NY,W 88th St,43,"43 W 88th St, NY, NYC",40.787411,-73.969829
R,Gary Ct,84,"84 Gary Ct, R, NYC",40.607773,-74.160375
Q,Woodhaven Blvd,6308,"6308 Woodhaven Blvd, Q, NYC",40.724037,-73.869398
K,Brighton Beach Ave,253,"253 Brighton Beach Ave, K, NYC",40.57697,-73.965519
BX,Marion Ave,2536,"2536 Marion Ave, BX, NYC",40.862188,-73.892491
K,Mermaid Ave,1613,"1613 Mermaid Ave, K, NYC",40.576889,-73.984275
Q,38th Ave,136-14,"136-14 38th Ave, Q, NYC",40.76085,-73.830136
NY,W 114th St,284,"284 W 114th St, NY, NYC",40.80292,-73.95609
Q,141st St,11701,"11701 141st St, Q, NYC",40.678325,-73.800306
NY,Madison Ave,410,"410 Madison Ave, NY, NYC",40.75683,-73.976611
NY,2nd Ave,1585,"1585 2nd Ave, NY, NYC",40.775533,-73.953716
NY,Park Ave,980,"980 Park Ave, NY, NYC",40.7786,-73.958729
NY,Pine St,41-45,"41-45 Pine St, NY, NYC",40.706526,-74.008282
NY,Gold St,2,"2 Gold St, NY, NYC",40.707443,-74.006908
K,Blake Ave,291,"291 Blake Ave, K, NYC",40.666081,-73.908541
Q,31st St,31-57,"31-57 31st St, Q, NYC",40.762875,-73.924374
Kings,RALPH AVENUE,2320,"2320 RALPH AVENUE, Kings, NYC",40.62134,-73.917687
BX,Unionport Rd,1530,"1530 Unionport Rd, BX, NYC",40.83689,-73.856999
NY,3rd Ave,2212,"2212 3rd Ave, NY, NYC",40.801,-73.93811
NY,Sherman Ave,189,"189 Sherman Ave, NY, NYC",40.86504,-73.92158
BX,Randall Ave,1250,"1250 Randall Ave, BX, NYC",40.811663,-73.887886
NY,E 66th St,400,"400 E 66th St, NY, NYC",40.763703,-73.958615
BX,Oakley St,1460,"1460 Oakley St, BX, NYC",40.879771,-73.849993
Kings,FULTON STREET,1711,"1711 FULTON STREET, Kings, NYC",40.679698,-73.930278
K,Fulton St,479,"479 Fulton St, K, NYC",40.691075,-73.986041
NY,W 32nd St,11,"11 W 32nd St, NY, NYC",40.7477,-73.98623
BX,POPLAR ST,2500,"2500 POPLAR ST, BX, NYC",40.843803,-73.849911
Q,Northern Blvd,135-17,"135-17 Northern Blvd, Q, NYC",40.76315,-73.83269
NY,W 45th St,49,"49 W 45th St, NY, NYC",40.756404,-73.981394
K,Knickerbocker Ave,597,"597 Knickerbocker Ave, K, NYC",40.696361,-73.913699
NY,W 40th St,211,"211 W 40th St, NY, NYC",40.75513,-73.98852
K,RIDGEWOOD AVE,219,"219 RIDGEWOOD AVE, K, NYC",40.683654,-73.880574
NY,E 85th St,215,"215 E 85th St, NY, NYC",40.777989,-73.953647
NY,Cortlandt St,N,"N Cortlandt St, NY, NYC",40.710279,-74.011009
K,E 5th St,1573,"1573 E 5th St, K, NYC",40.612417,-73.969381
K,2nd St,353,"353 2nd St, K, NYC",40.673333,-73.982411
NY,St Nicholas Ave,E,"E St Nicholas Ave, NY, NYC",40.828871,-73.942169
K,Nostrand Ave,2294,"2294 Nostrand Ave, K, NYC",40.628689,-73.947448
K,E 31st St,W,"W E 31st St, K, NYC",40.628868,-73.94625
BX,White Plains Rd,2092,"2092 White Plains Rd, BX, NYC",40.853102,-73.867548
Kings,EASTERN PARKWAY,828,"828 EASTERN PARKWAY, Kings, NYC",40.668903,-73.940881
Q,Queens Blvd,110-45,"110-45 Queens Blvd, Q, NYC",40.719701,-73.838973
NY,W 28th St,520,"520 W 28th St, NY, NYC",40.751053,-74.002935
Kings,EAST 45 STREET,968,"968 EAST 45 STREET, Kings, NYC",40.75393,-73.97634
NY,W 48th St,S,"S W 48th St, NY, NYC",40.76147,-73.988048
Kings,SOUTH 5 STREET,389,"389 SOUTH 5 STREET, Kings, NYC",40.707697,-73.952893
NY,Battery Pl,99,"99 Battery Pl, NY, NYC",40.707745,-74.01659
NY,E 91st St,321,"321 E 91st St, NY, NYC",40.780702,-73.948077
BX,Jerome Ave,2024,"2024 Jerome Ave, BX, NYC",40.85299,-73.907769
NY,Grand St,136,"136 Grand St, NY, NYC",40.720417,-73.999572
NY,F D R Dr,2450,"2450 F D R Dr, NY, NYC",40.712749,-74.005994
K,66th St,1337,"1337 66th St, K, NYC",40.624888,-74.001003
K,84th St,529,"529 84th St, K, NYC",40.62254,-74.024418
Kings,24 STREET,213,"213 24 STREET, Kings, NYC",40.75398,-73.93848
Kings,WILLIAMS AVENUE,92,"92 WILLIAMS AVENUE, Kings, NYC",40.674138,-73.900511
Bronx,COLGATE AVENUE,970,"970 COLGATE AVENUE, Bronx, NYC",40.82256,-73.8805
BX,E 204th St,320,"320 E 204th St, BX, NYC",40.872476,-73.878406
Q,166th St,87-05,"87-05 166th St, Q, NYC",40.710925,-73.796979
NY,Lexington Ave,1309,"1309 Lexington Ave, NY, NYC",40.780551,-73.954639
Q,9th St,38-65,"38-65 9th St, Q, NYC",40.757515,-73.944672
NY,Greene St,75,"75 Greene St, NY, NYC",40.72349,-74.000833
K,Bond St,243,"243 Bond St, K, NYC",40.681941,-73.987967
Q,Austin St,83-40,"83-40 Austin St, Q, NYC",40.708228,-73.828772
NY,W 17th St,412,"412 W 17th St, NY, NYC",40.742979,-74.00456
Kings,3 AVENUE,5102,"5102 3 AVENUE, Kings, NYC",40.61284,-73.82146
Qns,BAY 28 STREET,1311,"1311 BAY 28 STREET, Qns, NYC",40.6074,-73.766512
K,Chestnut Ave,1520,"1520 Chestnut Ave, K, NYC",40.617378,-73.963526
BX,Valentine Ave,2910,"2910 Valentine Ave, BX, NYC",40.870569,-73.88789
K,Oak St,80,"80 Oak St, K, NYC",40.727561,-73.957849
Q,Roosevelt Ave,79-14,"79-14 Roosevelt Ave, Q, NYC",40.747221,-73.88611
K,E 96th St,184,"184 E 96th St, K, NYC",40.661738,-73.922544
NY,Broadway,2289,"2289 Broadway, NY, NYC",40.786204,-73.978598
Q,75th St,E,"E 75th St, Q, NYC",40.771023,-73.957554
K,Smith St,194,"194 Smith St, K, NYC",40.685142,-73.991779
Q,Queens Plaza South,11-02,"11-02 Queens Plaza South, Q, NYC",40.752835,-73.946406
Bronx,GRAND AVENUE,1721,"1721 GRAND AVENUE, Bronx, NYC",40.849116,-73.91389
NY,Broadway,3450,"3450 Broadway, NY, NYC",40.82358,-73.9522
NY,E 32nd St,120,"120 E 32nd St, NY, NYC",40.745263,-73.981432
Bronx,RYER AVENUE,2052,"2052 RYER AVENUE, Bronx, NYC",40.85188,-73.900934
NY,E 14th St,216,"216 E 14th St, NY, NYC",40.732803,-73.986559
Q,81st St,37-09,"37-09 81st St, Q, NYC",40.749332,-73.88505
Kings,FULTON STREET,1124,"1124 FULTON STREET, Kings, NYC",40.681007,-73.956133
Qns,PALMETTO STREET,18-75,"18-75 PALMETTO STREET, Qns, NYC",40.689445,-73.920639
BX,Holland Ave,2041,"2041 Holland Ave, BX, NYC",40.85216,-73.86595
NY,E 7th St,111,"111 E 7th St, NY, NYC",40.726606,-73.984521
NY,W 46th St,33,"33 W 46th St, NY, NYC",40.756779,-73.980348
NY,Madison Ave,1404,"1404 Madison Ave, NY, NYC",40.788142,-73.953688
K,11th St,337,"337 11th St, K, NYC",40.667946,-73.986798
K,MERMAID AVE,1901,"1901 MERMAID AVE, K, NYC",40.576721,-73.986102
BX,E 182nd St,605,"605 E 182nd St, BX, NYC",40.852181,-73.889634
NY,Barclay St,6,"6 Barclay St, NY, NYC",40.712252,-74.00892
Kings,HART STREET,2,"2 HART STREET, Kings, NYC",40.692639,-73.951858
Q,142nd St,117-79,"117-79 142nd St, Q, NYC",40.676457,-73.799051
K,47th St,1178,"1178 47th St, K, NYC",40.63757,-73.99352
K,5th Ave,4814,"4814 5th Ave, K, NYC",40.64604,-74.009672
Q,63rd St,63-02,"63-02 63rd St, Q, NYC",40.731085,-73.901188
